Domain,Questionnaire Number,Section Title,Variable name,Short Description,Values,Length,Precision,Scale,Long Description,Pre-selected variable?,Original CTS Variable Name (for questionnaire variables),,,
Questionnaire,Q5,Medical Condition,parkins_diag_q5,Parkinson's diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had Parkinson's disease? From the 5th CTS questionnaire (2012-2015).,,Q43H_TYPE,,,
Questionnaire,Q5,Medical Condition,parkins_medever_q5,Ever medication for parkinson's diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for Parkinson's disease? From the 5th CTS questionnaire (2012-2015).,,Q43H_EVER,,,
Questionnaire,Q5,Medical Condition,parkins_currmed_q5,Current medication for parkinson's diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for Parkinson's disease? From the 5th CTS questionnaire (2012-2015).,,Q43H_CUR,,,
Questionnaire,Q5,Medical Condition,depres_diag_q5,Depression diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had depression? From the 5th CTS questionnaire (2012-2015).,,Q43I_TYPE,,,
Questionnaire,Q5,Medical Condition,depres_medever_q5,Ever medication for depression diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for depression? From the 5th CTS questionnaire (2012-2015).,,Q43I_EVER,,,
Questionnaire,Q5,Medical Condition,depres_currmed_q5,Current medication for depression diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for depression? From the 5th CTS questionnaire (2012-2015).,,Q43I_CUR,,,
Questionnaire,Q5,Medical Condition,shingle_diag_q5,Shingles diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had shingles? From the 5th CTS questionnaire (2012-2015).,,Q43J_TYPE,,,
Questionnaire,Q5,Medical Condition,shingle_medever_q5,Ever medication for shingles diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for shingles? From the 5th CTS questionnaire (2012-2015).,,Q43J_EVER,,,
Questionnaire,Q5,Medical Condition,shingle_currmed_q5,Current medication for shingles diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for shingles? From the 5th CTS questionnaire (2012-2015).,,Q43J_CUR,,,
Questionnaire,Q5,Medical Condition,ulcer_diag_q5,Ulcer diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had an ulcer? From the 5th CTS questionnaire (2012-2015).,,Q43K_TYPE,,,
Questionnaire,Q5,Medical Condition,ulcer_medever,Ever medication for ulcer diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for an ulcer? From the 5th CTS questionnaire (2012-2015).,,Q43K_EVER,,,
Questionnaire,Q5,Medical Condition,ulcer_currmed,Current medication for ulcer diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for an ulcer? From the 5th CTS questionnaire (2012-2015).,,Q43K_CUR,,,
Questionnaire,Q5,Medical Condition,kidnstn_diag_q5,Kidney stones diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had kidney stones? From the 5th CTS questionnaire (2012-2015).,,Q43L_TYPE,,,
Questionnaire,Q5,Medical Condition,kidnstn_medever_q5,Ever medication for kidney stones diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for kidney stones? From the 5th CTS questionnaire (2012-2015).,,Q43L_EVER,,,
Questionnaire,Q5,Medical Condition,kidnstn_currmed_q5,Current medication for kidney stones diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for kidney stones? From the 5th CTS questionnaire (2012-2015).,,Q43L_CUR,,,
Questionnaire,Q5,Medical Condition,kidndis_diag_q5,Kidney disease diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had kidney disease? From the 5th CTS questionnaire (2012-2015).,,Q43M_TYPE,,,
Questionnaire,Q5,Medical Condition,kidndis_medever_q5,Ever medication for kidney disease diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for kidney disease? From the 5th CTS questionnaire (2012-2015).,,Q43M_EVER,,,
Questionnaire,Q5,Medical Condition,kidndis_currmed_q5,Current medication for kidney disease diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for kidney disease? From the 5th CTS questionnaire (2012-2015).,,Q43M_CUR,,,
Questionnaire,Q5,Medical Condition,fatigu_diag_q5,Chronic fatigue syndrome diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had chronic fatigue syndrome? From the 5th CTS questionnaire (2012-2015).,,Q43N_TYPE,,,
Questionnaire,Q5,Medical Condition,fatigu_medever_q5,Ever medication for chronic fatigue syndrome diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for chronic fatigue syndrome? From the 5th CTS questionnaire (2012-2015).,,Q43N_EVER,,,
Questionnaire,Q5,Medical Condition,fatigu_currmed_q5,Current medication for chronic fatigue syndrome diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for chronic fatigue syndrome? From the 5th CTS questionnaire (2012-2015).,,Q43N_CUR,,,
Questionnaire,Q5,Medical Condition,osteoa_diag_q5,Osteoarthritis diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had osteoarthritis? From the 5th CTS questionnaire (2012-2015).,,Q43O_TYPE,,,
Questionnaire,Q5,Medical Condition,osteoa_medever_q5,Ever medication for osteoarthritis diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for osteoarthritis? From the 5th CTS questionnaire (2012-2015).,,Q43O_EVER,,,
Questionnaire,Q5,Medical Condition,osteoa_currmed_q5,Current medication for osteoarthritis diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for osteoarthritis? From the 5th CTS questionnaire (2012-2015).,,Q43O_CUR,,,
Questionnaire,Q5,Medical Condition,rheuma_diag_q5,Rheumatoid arthritis diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had rheumatoid arthritis? From the 5th CTS questionnaire (2012-2015).,,Q43P_TYPE,,,
Questionnaire,Q5,Medical Condition,rheuma_medever_q5,Ever medication for rheumatoid arthritis diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for rheumatoid arthritis? From the 5th CTS questionnaire (2012-2015).,,Q43P_EVER,,,
Questionnaire,Q5,Medical Condition,rheuma_currmed_q5,Current medication for rheumatoid arthritis diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for rheumatoid arthritis? From the 5th CTS questionnaire (2012-2015).,,Q43P_CUR,,,
Questionnaire,Q5,Medical Condition,lupus_diag_q5,Sle/lupus diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had lupus? From the 5th CTS questionnaire (2012-2015).,,Q43Q_TYPE,,,
Questionnaire,Q5,Medical Condition,lupus_medever,Ever medication for sle/lupus diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for lupus? From the 5th CTS questionnaire (2012-2015).,,Q43Q_EVER,,,
Questionnaire,Q5,Medical Condition,lupus_currmed,Current medication for sle/lupus diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for lupus? From the 5th CTS questionnaire (2012-2015).,,Q43Q_CUR,,,
Questionnaire,Q5,Medical Condition,crohns_diag_q5,Ibd/crohns diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had IBD or Crohn's disease? From the 5th CTS questionnaire (2012-2015).,,Q43R_TYPE,,,
Questionnaire,Q5,Medical Condition,crohns_medever,Ever medication for ibd/crohns diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for IBD or Crohn's disease? From the 5th CTS questionnaire (2012-2015).,,Q43R_EVER,,,
Questionnaire,Q5,Medical Condition,crohns_currmed,Current medication for ibd/crohns diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for IBD or Crohn's disease? From the 5th CTS questionnaire (2012-2015).,,Q43R_CUR,,,
Questionnaire,Q5,Medical Condition,sclero_diag_q5,Multiple sclerosis diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had multiple sclerosis? From the 5th CTS questionnaire (2012-2015).,,Q43S_TYPE,,,
Questionnaire,Q5,Medical Condition,sclero_medever,Ever medication for multiple sclerosis diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for multiple sclerosis? From the 5th CTS questionnaire (2012-2015).,,Q43S_EVER,,,
Questionnaire,Q5,Medical Condition,sclero_currmed,Current medication for multiple sclerosis diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for multiple sclerosis? From the 5th CTS questionnaire (2012-2015).,,Q43S_CUR,,,
Questionnaire,Q5,Medical Condition,psoria_diag_q5,Psoriasis diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had psoriasis? From the 5th CTS questionnaire (2012-2015).,,Q43T_TYPE,,,
Questionnaire,Q5,Medical Condition,psoria_medever_q5,Ever medication for psoriasis diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for psoriasis? From the 5th CTS questionnaire (2012-2015).,,Q43T_EVER,,,
Questionnaire,Q5,Medical Condition,psoria_currmed_q5,Current medication for psoriasis diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for psoriasis? From the 5th CTS questionnaire (2012-2015).,,Q43T_CUR,,,
Questionnaire,Q5,Body Size,lostheight,Lost height as aged,"* 1=Yes, 0=No",,,,46. Have you lost height as you have aged? (no yes) From the 5th CTS questionnaire (2012-2015).,,Q46A,,,
Questionnaire,Q5,Body Size,lostheigh_inch,Height inches lost as aged,"* 0=Less than 1 inch, 1=1, 2=2,3=3 or more",,,,46. How much height have you lost as you have aged? From the 5th CTS questionnaire (2012-2015).,,Q46B,,,
Questionnaire,Q5,Body Size,gastricby,Had gastric bypass/lap-band surgery,"* 1=Yes, 0=No",,,,47. Have you had gastric bypass or lap-band surgery? (no yes) From the 5th CTS questionnaire (2012-2015).,,Q47A,,,
Questionnaire,Q5,Body Size,gastricby_type,Type of gastric bypass/lap-band surgery,"* 1=Lap-band, 2=Roux-en-Y bypass, 3=Other gastric bypass surgery",,,,47. What type of gastric bypass or lap-band surgery have you had? From the 5th CTS questionnaire (2012-2015).,,Q47B,,,
Questionnaire,Q5,Body Size,bmi_q5,Bmi at q5,"Range 16.012777778 - 54.789035206, Unknown=.A",,,,BMI at questionnaire 5. From the 5th CTS questionnaire (2012-2015). Derived.,,BMIcleanQ5,,,
Questionnaire,Q5,Body Size,weight_q5,Weight at q5,"Range 73-387, Unknown=.A",,,,Weight at questionnaire 5. From the 5th CTS questionnaire (2012-2015). Derived.,,WeightcleanQ5,,,
Questionnaire,Q5,Body Size,height_q5,Height at q5,"Range 48-77, Unknown=.A",,,,Height at questionnaire 5. From the 5th CTS questionnaire (2012-2015). Derived.,,HeightcleanQ5,,,
Questionnaire,Q5,Personal Care Practice,spffacecrm,Use facial creams with spf,"* 1=Yes, 0=No",,,,48a. Do/did you ever use facial creams/makeup with SPF? From the 5th CTS questionnaire (2012-2015).,,Q48A_TYPE,,,
Questionnaire,Q5,Personal Care Practice,spffacecrm_yrs,Years used facial creams with spf,"* 0=Under 1 year, 1=1-5, 2=6-10,3=11-20, 4=21+",,,,48a. For how many years total have you used facial creams/makeup with SPF routinely? From the 5th CTS questionnaire (2012-2015).,,Q48A_TOTYR,,,
Questionnaire,Q5,Personal Care Practice,spffacecrm_undr15,Age <15 when used facial creams with spf,"* 0=Never, 1=Sometimes, 2=Often, 3=Always",,,,48a. How often when you were age <15 did you use facial creams/makeup with SPF? From the 5th CTS questionnaire (2012-2015).,,Q48A_15,,,
Questionnaire,Q5,Personal Care Practice,spffacecrm15_25,Age 15-25 when used facial creams with spf,"* 0=Never, 1=Sometimes, 2=Often, 3=Always",,,,48a. How often when you were ages 15-25 did you use facial creams/makeup with SPF? From the 5th CTS questionnaire (2012-2015).,,Q48A_25,,,
Questionnaire,Q5,Personal Care Practice,spffacecrm26_40,Age 26-40 when used facial creams with spf,"* 0=Never, 1=Sometimes, 2=Often, 3=Always",,,,48a. How often when you were ages 26-40 did you use facial creams/makeup with SPF? From the 5th CTS questionnaire (2012-2015).,,Q48A_40,,,
Questionnaire,Q5,Personal Care Practice,spffacecrm41_60,Age 41-60 when used facial creams with spf,"* 0=Never, 1=Sometimes, 2=Often, 3=Always",,,,48a. How often when you were age 41-60 did you use facial creams/makeup with SPF? From the 5th CTS questionnaire (2012-2015).,,Q48A_60,,,
Questionnaire,Q5,Personal Care Practice,spffacecrm_ovr61,Age 61 or older when used facial creams with spf,"* 0=Never, 1=Sometimes, 2=Often, 3=Always",,,,48a. How often when you were age 61 or older did you use facial creams/makeup with SPF? From the 5th CTS questionnaire (2012-2015).,,Q48A_61,,,
Questionnaire,Q5,Personal Care Practice,sunscrn,Use sunscreen,"* 1=Yes, 0=No",,,,48b. Do/did you ever apply sunscreen when spending time in the sun? From the 5th CTS questionnaire (2012-2015).,,Q48B_TYPE,,,
Questionnaire,Q5,Personal Care Practice,sunscrn_yrs,Years used sunscreen,"* 0=Under 1 year, 1=1-5, 2=6-10,3=11-20, 4=21+",,,,48b. For how many years total have you routinely applied sunscreen when spending time in the sun? From the 5th CTS questionnaire (2012-2015).,,Q48B_TOTYR,,,
Questionnaire,Q5,Personal Care Practice,sunscrn_undr15,Age <15 when used sunscreen,"* 0=Never, 1=Sometimes, 2=Often, 3=Always",,,,48b. How often when you were age <15 did you apply sunscreen when spending time in the sun? From the 5th CTS questionnaire (2012-2015).,,Q48B_15,,,
Questionnaire,Q5,Personal Care Practice,sunscrn15_25,Age 15-25 when used sunscreen,"* 0=Never, 1=Sometimes, 2=Often, 3=Always",,,,48b. How often when you were ages 15-25 did you apply sunscreen when spending time in the sun? From the 5th CTS questionnaire (2012-2015).,,Q48B_25,,,
Questionnaire,Q5,Personal Care Practice,sunscrn26_40,Age 26-40 when used sunscreen,"* 0=Never, 1=Sometimes, 2=Often, 3=Always",,,,48b. How often when you were aged 26-40 did you apply sunscreen when spending time in the sun? From the 5th CTS questionnaire (2012-2015).,,Q48B_40,,,
Questionnaire,Q5,Personal Care Practice,sunscrn41_60,Age 41-60 when used sunscreen,"* 0=Never, 1=Sometimes, 2=Often, 3=Always",,,,48b. How often when you were ages 41-60 did you apply sunscreen when spending time in the sun? From the 5th CTS questionnaire (2012-2015).,,Q48B_60,,,
Questionnaire,Q5,Personal Care Practice,sunscrn_ovr61,Age 61 or older when used sunscreen,"* 0=Never, 1=Sometimes, 2=Often, 3=Always",,,,48b. How often when you were age 61 or older did you apply sunscreen when spending time in the sun? From the 5th CTS questionnaire (2012-2015).,,Q48B_61,,,
Questionnaire,Q5,Personal Care Practice,tanbooth,Use tanning bed/booth,"* 1=Yes, 0=No",,,,48c. Do/did you ever use a tanning bed or tanning booth? From the 5th CTS questionnaire (2012-2015).,,Q48C_TYPE,,,
Questionnaire,Q5,Personal Care Practice,tanbooth_yrs,Years used tanning bed/booth,"* 0=Under 1 year, 1=1-5, 2=6-10,3=11-20, 4=21+",,,,48c. For how many years total have you routinely used a tanning bed or tanning booth? From the 5th CTS questionnaire (2012-2015).,,Q48C_TOTYR,,,
Questionnaire,Q5,Personal Care Practice,tanbooth_undr15,Age <15 when used tanning bed/booth,"* 0=Never, 1=Sometimes, 2=Often",,,,48c. How often when you were age <15 did you use a tanning bed or tanning booth? From the 5th CTS questionnaire (2012-2015).,,Q48C_15,,,
Questionnaire,Q5,Personal Care Practice,tanbooth15_25,Age 15-25 when used tanning bed/booth,"* 0=Never, 1=Sometimes, 2=Often",,,,48c. How often when you were ages 15-25 did you use a tanning bed or tanning booth? From the 5th CTS questionnaire (2012-2015).,,Q48C_25,,,
Questionnaire,Q5,Personal Care Practice,tanbooth26_40,Age 26-40 when used tanning bed/booth,"* 0=Never, 1=Sometimes, 2=Often",,,,48c. How often when you were ages 26-40 did you use a tanning bed or tanning booth? From the 5th CTS questionnaire (2012-2015).,,Q48C_40,,,
Questionnaire,Q5,Personal Care Practice,tanbooth41_60,Age 41-60 when used tanning bed/booth,"* 0=Never, 1=Sometimes, 2=Often",,,,48c. How often when you were ages 41-60 did you use a tanning bed or tanning booth? From the 5th CTS questionnaire (2012-2015).,,Q48C_60,,,
Questionnaire,Q5,Personal Care Practice,tanbooth_ovr61,Age 61 or older when used tanning bed/booth,"* 0=Never, 1=Sometimes, 2=Often",,,,48c. How often when you were age 61 or older did you use a tanning bed or tanning booth? From the 5th CTS questionnaire (2012-2015).,,Q48C_61,,,
Questionnaire,Q5 Mini,"Residency, Marital Status and Employment",currres_yrs_q5mini,Years lived at current residence,"* 1=<1, 2=1-4, 3=5-9, 4=10-14,5=15-19, 6=20-29, 7=30+",,,,1. For how many years have you lived at your current residence? From the 5th CTS questionnaire (2012-2015).,,Q1,,,
Questionnaire,Q5 Mini,Physical Activity,strnex_hrs_q5mini,Hours per week of strenuous activity during past 3 years,"0=None, 1=1/2 hour, 2=1 hour, 3=11/2 hours, 4=2 hours, 5=3 hours,6=4-6 hours, 7=7-10 hours, 8=11+ hours",,,,16. Average Hours Per Week Strenuous exercise during the past 3 years. From the 5th CTS questionnaire (2012-2015).,,Q16A,,,
Questionnaire,Q5 Mini,Physical Activity,strnex_mo_q5mini,Months per year of strenuous activity during past 3 years,"1=1-3 months, 2=4-6, 3=7-9, 4=10-12",,,,16. Average Months Per Year Strenuous exercise during the past 3 years. From the 5th CTS questionnaire (2012-2015).,,Q16B,,,
Questionnaire,Q5 Mini,Physical Activity,modex_hrs_q5mini,Hours per week of moderate activity during past 3 years,"0=None, 1=1/2 hour, 2=1 hour, 3=11/2 hours, 4=2 hours, 5=3 hours,6=4-6 hours, 7=7-10 hours, 8=11+ hours",,,,17. Average Hours Per Week Moderate exercise during the past 3 years. From the 5th CTS questionnaire (2012-2015).,,Q17A,,,
Questionnaire,Q5 Mini,Physical Activity,modex_mo_q5mini,Months per year of moderate activity during past 3 years,"1=1-3 months, 2=4-6, 3=7-9, 4=10-12",,,,17. Average Months Per Year Moderate exercise during the past 3 years. From the 5th CTS questionnaire (2012-2015).,,Q17B,,,
